ticker,cik,name,sector,sub_industry,ig_name,index_tenure_y,adv_usd,mom_12_1,dd_52w,ret_12m,roic_years,fcf_pos_years,gm,fcf_margin,roic,rev_cagr5,fcf_cagr5,gm_ttm,fcf_margin_ttm,brake_gm,brake_fcf_margin,brake_roic,dq_flags,price,shares_cover,mktcap,ev,ic,stack,revenue_ttm,ebit_ttm,fcf_ttm,fcf_adj_ttm,ebitda_ttm,ni_ttm,nopat_ttm,t_eff,roic_ttm,ev_ebit,ev_fcf,fcf_yield,pe_ttm,fcf_ni,nd_ebitda,goodwill,intangibles,goodwill_share_ic,ev_fcf_self_pct,ev_fcf_self_z,ev_fcf_self_ratio,ev_fcf_self_n,gate_fail_reasons,gates_pass,input_coverage,peer_level,peer_set,pct_roic,pct_fcf_margin,pct_gm,pct_roic_years,pct_fcf_pos_years,pct_fcf_ni,pct_nd_ebitda,pct_ev_ebit,pct_mom_sector,quality_weight_used,quality_score,quality_component_values,cheapness_score,quality_floor_pass,residual,residual_fitted,residual_pct,composite,flag_derated_quality,evidence_derated,flag_beaten_but_delivering,evidence_beaten
MCHP,827054,Microchip Technology,Information Technology,Semiconductors,Semiconductors and Semiconductor Equipment,19.01163586584531,828886842.1827642,0.24818797887077038,-0.2518149112478839,0.17686965881454997,4.0,10.0,0.6239912727819514,0.2532650122478004,0.10521743310090795,-0.028221913703690094,-0.13741197174832065,0.601936630029479,0.16270034945239442,0.9646555269048142,0.6424114725061376,0.533981680382873,,74.19999694824219,543008691.0,40291243215.068985,45524643215.068985,11684400000.0,5233400000.0,5122300000.0,794800000.0,1110900000.0,833400000.0,1469700000.0,478400000.0,656478453.038674,0.17403314917127072,0.05618418173279535,57.2781117451799,54.62520184193543,0.018306568511977674,84.22082611845524,2.3221153846153846,3.560862761107709,6695500000.0,5939500000.0,1.0813563383656841,75.0,1.3307506032099983,2.5192873728088974,260.0,"['rev_cagr5 gate', 'fcf_cagr5 gate']",False,1.0,sector,Information Technology,27.27272727272727,63.63636363636363,40.0,18.181818181818183,62.5,100.0,9.090909090909093,0.0,58.333333333333336,0.9999999999999999,50.63068181818182,"{'profitability': 43.6, 'consistency': 40.3, 'accounting': 100.0, 'balance': 9.1}",14.903735259475656,False,0.5078318349458417,32.873389920949215,,32.76720853882874,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": false, ""roic"": false}, ""self_pct"": 75.0, ""self_z"": 1.3307506032099983, ""median_ratio"": 2.5192873728088974, ""fcf_yield"": 0.018306568511977674, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 0.9646555269048142, ""fcf_margin"": 0.6424114725061376, ""roic"": 0.533981680382873}}",False,"{""floor"": false, ""mom_sector_pct"": 58.333333333333336, ""eps_rev_proxy"": null}"
SYK,310764,Stryker Corporation,Health Care,Health Care Equipment,Health Care Equipment and Services,25.746748802190282,797868404.9912908,-0.10611046538138524,-0.2849759223636785,-0.27384156073781696,4.0,10.0,0.6368841552583351,0.13986665078941377,0.09937658813598717,0.11844250103109899,0.08950386245589304,0.6497658396872702,0.17227232263807718,1.0202261028517974,1.2316897678307468,1.118869809346284,,275.55999755859375,383573046.0,105697387619.30237,117761387619.30237,36052000000.0,12064000000.0,25837000000.0,5534000000.0,4702000000.0,4451000000.0,7153000000.0,3729000000.0,4008602564.102564,0.27564102564102566,0.11118946422119616,21.27961467641893,26.45728771496346,0.03779676929749792,28.34470035379522,1.2609278626977742,1.685306864252761,19584000000.0,5681000000.0,0.7007932985687341,0.38461538461538464,-2.4686073156726294,0.5570074299935768,260.0,[],True,1.0,sector,Health Care,25.0,75.0,66.66666666666666,37.5,75.0,85.71428571428571,42.85714285714286,37.5,25.0,0.9999999999999999,60.49107142857143,"{'profitability': 55.6, 'consistency': 56.2, 'accounting': 85.7, 'balance': 42.9}",60.82432490689644,False,-0.24573334219482756,33.82719248806224,,60.65769816773394,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": true, ""self_z"": true, ""median_ratio"": true}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 0.38461538461538464, ""self_z"": -2.4686073156726294, ""median_ratio"": 0.5570074299935768, ""fcf_yield"": 0.03779676929749792, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.0202261028517974, ""fcf_margin"": 1.2316897678307468, ""roic"": 1.118869809346284}}",False,"{""floor"": false, ""mom_sector_pct"": 25.0, ""eps_rev_proxy"": null}"
FTNT,1262039,Fortinet,Information Technology,Systems Software,Software and Services,7.917864476386037,785543856.980819,1.008157553890498,-0.05981923298663405,0.9587099237759529,,10.0,0.7794200707206859,0.2829603198027521,,0.21252104718544174,0.18370167203478394,0.8020432021680793,0.374750910008768,1.029025595179343,1.3243938594287774,,ev_or_ic_nonpos,156.07000732421875,733713653.0,114510695197.5893,110904295197.5893,-2055300000.0,-3606400000.0,7527400000.0,2442200000.0,3117000000.0,2820900000.0,2601300000.0,2120742685.0,,,,45.41163508213467,39.31521684483296,0.025435444091450456,53.99556297306729,1.4697681251226384,-1.3863837312113174,257400000.0,85984000.0,-0.16707244684474287,63.46153846153846,0.39862740609795716,1.1586157554468977,260.0,[],True,0.8,sector,Information Technology,,81.81818181818183,90.0,,62.5,66.66666666666666,90.9090909090909,8.333333333333343,100.0,0.9999999999999999,76.70833333333334,"{'profitability': 85.9, 'consistency': 62.5, 'accounting': 66.7, 'balance': 90.9}",23.071809698023372,True,,,,49.89007151567836,False,"{""floor"": true, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 63.46153846153846, ""self_z"": 0.39862740609795716, ""median_ratio"": 1.1586157554468977, ""fcf_yield"": 0.025435444091450456, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.029025595179343, ""fcf_margin"": 1.3243938594287774, ""roic"": null}}",False,"{""floor"": true, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
PWR,1050915,Quanta Services,Industrials,Construction & Engineering,Capital Goods,17.196440793976727,755107585.4997522,0.7942749957322208,-0.15495082327480303,0.7021776772709336,3.0,10.0,0.1475346341239276,0.039690042546249055,0.09980306622556404,0.2051545611518748,,0.1545648187486818,0.06580795583911814,1.047651079805769,1.6580469966096667,1.273563132684261,,650.5800170898438,150343393.0,97810407187.2851,100492785187.2851,12320320000.0,2682378000.0,32905140000.0,2035759000.0,2391158000.0,2165420000.0,3066283000.0,1340415000.0,1565980503.6620963,0.230763315470006,0.12710550567372408,49.36379266272928,46.40798791333094,0.021548014576015365,72.97024219162356,1.78389379408616,0.8408803101344526,7868886000.0,3217584000.0,0.899852438897691,38.05668016194332,-0.04750173072768882,0.8974216302719404,247.0,['fcf_cagr5 gate'],False,1.0,market,MARKET,46.666666666666664,23.52941176470588,11.11111111111111,40.625,66.66666666666666,94.44444444444444,66.66666666666667,0.0,100.0,0.9999999999999999,51.16309232026145,"{'profitability': 27.1, 'consistency': 53.6, 'accounting': 94.4, 'balance': 66.7}",27.640874961039906,False,0.7252770107176079,22.47030336514136,,39.40198364065068,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 38.05668016194332, ""self_z"": -0.04750173072768882, ""median_ratio"": 0.8974216302719404, ""fcf_yield"": 0.021548014576015365, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.047651079805769, ""fcf_margin"": 1.6580469966096667, ""roic"": 1.273563132684261}}",False,"{""floor"": false, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
VRTX,875320,Vertex Pharmaceuticals,Health Care,Biotechnology,Pharmaceuticals Biotechnology and Life Sciences,12.966461327857632,704304477.3630108,0.28190505554666445,-0.0595018448643434,0.3064659317066212,6.0,9.0,,0.1994603070790299,0.428173124778365,0.14100488310526438,0.013024357577106516,,0.24683805770941908,,1.2375297186904322,0.6352873450517654,,515.4400024414062,253460924.0,130643899285.36108,125063599285.36108,14667600000.0,-5580300000.0,12587200000.0,4777100000.0,3796100000.0,3107000000.0,4999200000.0,4405200000.0,3989777404.493317,0.16481183050526116,0.2720129676629658,26.179816056888296,40.25220446905732,0.024843359840545386,29.6567464100066,0.8617315899391628,-1.1162385981757081,1088000000.0,236300000.0,0.09028743625405657,86.47342995169082,1.1449210724608188,1.2847226858473655,207.0,[],True,0.9,sector,Health Care,100.0,100.0,,75.0,37.5,42.857142857142854,71.42857142857143,25.0,75.0,0.9999999999999999,74.77678571428572,"{'profitability': 100.0, 'consistency': 56.2, 'accounting': 42.9, 'balance': 71.4}",17.305949128634204,True,0.1596186782302773,34.31374811526193,58.333333333333336,46.04136742145997,False,"{""floor"": true, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 86.47342995169082, ""self_z"": 1.1449210724608188, ""median_ratio"": 1.2847226858473655, ""fcf_yield"": 0.024843359840545386, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": 58.333333333333336, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.2375297186904322, ""roic"": 0.6352873450517654}}",False,"{""floor"": true, ""mom_sector_pct"": 75.0, ""eps_rev_proxy"": null}"
HLT,1585689,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Consumer Services,9.229295003422314,668535050.2178692,0.19281705658567994,-0.12186271042354324,0.11669856709089399,2.0,10.0,,0.12342923101055385,-0.7223651229167325,0.22823963694173832,0.2509558783459027,,0.14769723668402082,,1.1966147360295223,,ev_or_ic_nonpos,306.19000244140625,225064910.0,68912625342.37488,69083625342.37488,-6132000000.0,171000000.0,12485000000.0,2915000000.0,2029000000.0,1844000000.0,3107000000.0,1584000000.0,2069636934.1102643,0.29000448229493503,,23.69935689275296,37.46400506636382,0.026692287656607933,43.505445291903335,1.2809343434343434,0.04602510460251046,5068000000.0,5664000000.0,-1.7501630789302023,69.61538461538461,0.08416075627724946,1.138478471644264,260.0,[],True,0.9,market,MARKET,6.666666666666667,64.70588235294117,,25.0,66.66666666666666,50.0,88.88888888888889,27.777777777777786,85.71428571428571,0.9999999999999999,46.40604575163399,"{'profitability': 35.7, 'consistency': 45.8, 'accounting': 50.0, 'balance': 88.9}",28.105725512668656,False,,,,37.25588563215132,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 69.61538461538461, ""self_z"": 0.08416075627724946, ""median_ratio"": 1.138478471644264, ""fcf_yield"": 0.026692287656607933, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.1966147360295223, ""roic"": null}}",False,"{""floor"": false, ""mom_sector_pct"": 85.71428571428571, ""eps_rev_proxy"": null}"
TGT,27419,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,Consumer Staples Distribution and Retail,49.69472963723477,608254493.0380952,0.786743438033594,-0.05808752701001152,0.8023578516371273,7.0,9.0,,0.02532634640431261,0.16184166717729576,0.02290831244420044,-0.18482759213389788,,0.038568311591848106,,1.5228533550058618,0.8981180245106296,,155.8300018310547,454296736.0,70793061202.72217,85104061202.72217,32154000000.0,14311000000.0,107705000000.0,6023000000.0,4456000000.0,4154000000.0,9196000000.0,4393000000.0,4673677738.515902,0.22402826855123675,0.14535291840877967,14.129845791585948,20.487255946731384,0.04881083160185461,16.114969543073563,1.0143409970407467,1.55622009569378,631000000.0,37000000.0,0.020775020215214282,42.73504273504273,-0.011520032180940333,0.9529079530362703,234.0,['fcf_cagr5 gate'],False,0.9,market,MARKET,73.33333333333333,5.88235294117647,,62.5,25.0,22.22222222222222,55.55555555555556,61.11111111111111,100.0,0.9999999999999999,38.76102941176471,"{'profitability': 39.6, 'consistency': 43.8, 'accounting': 22.2, 'balance': 55.6}",52.976582813889706,False,-0.09711818318029941,22.57676352798772,,45.86880611282721,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 42.73504273504273, ""self_z"": -0.011520032180940333, ""median_ratio"": 0.9529079530362703, ""fcf_yield"": 0.04881083160185461, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.5228533550058618, ""roic"": 0.8981180245106296}}",False,"{""floor"": false, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
ORLY,898173,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,Consumer Discretionary Distribution and Retail,17.45927446954141,604234132.4207289,-0.15302322742550867,-0.1911404247969276,-0.20167442144349568,7.0,10.0,0.5158929378182571,0.14335644687557894,0.3862844775184415,0.08910774866946913,-0.07643881962372256,0.5163568171154846,0.11427847165081478,1.0008991774517972,0.7971631143313608,0.9413561323683274,,85.81999969482422,808960792.0,69425014922.56476,79050146922.56476,7789407000.0,9625132000.0,18572562000.0,3632030000.0,2156259000.0,2122444000.0,4169744000.0,2650374000.0,2832471895.6995807,0.2201408315185776,0.3636312617506802,21.764728518917728,37.244868143783656,0.026849336562006453,26.1944219655659,0.81356782099432,2.3083268421274785,955211000.0,32591000.0,0.1268135045453396,78.46153846153847,1.5837531075519191,6.28760841095879,260.0,['fcf_cagr5 gate'],False,1.0,market,MARKET,100.0,82.35294117647058,55.55555555555556,62.5,66.66666666666666,5.555555555555555,33.33333333333334,38.888888888888886,42.857142857142854,0.9999999999999999,56.27655228758171,"{'profitability': 79.3, 'consistency': 64.6, 'accounting': 5.6, 'balance': 33.3}",26.780291164680367,False,0.49208697455507666,22.76962003452994,,41.528421726131036,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": false, ""roic"": true}, ""self_pct"": 78.46153846153847, ""self_z"": 1.5837531075519191, ""median_ratio"": 6.28760841095879, ""fcf_yield"": 0.026849336562006453, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.0008991774517972, ""fcf_margin"": 0.7971631143313608, ""roic"": 0.9413561323683274}}",False,"{""floor"": false, ""mom_sector_pct"": 42.857142857142854, ""eps_rev_proxy"": null}"
MMM,66740,3M,Industrials,Industrial Conglomerates,Capital Goods,69.52224503764545,532055631.6604346,0.17318602494447344,-0.09408318383414516,0.0642636029241308,9.0,10.0,,0.1100731211136183,0.05916036905505795,-0.04965970683619114,-0.2673264480198516,,0.14964257347100873,,1.3594833321437896,4.544911314528985,,164.97000122070312,515722417.0,85078727762.03397,95371727762.03397,13245000000.0,10293000000.0,25180000000.0,4624000000.0,3985000000.0,3768000000.0,6013000000.0,2997000000.0,3561297463.4896235,0.22982321291314373,0.2688786306900433,20.625373650958903,25.310968089711775,0.03950856389434085,28.387963884562552,1.329662996329663,1.7029768834192582,6374000000.0,474000000.0,0.5170252925632314,69.65811965811966,0.14563217861062258,1.5618673955862996,234.0,"['rev_cagr5 gate', 'fcf_cagr5 gate']",False,0.9,market,MARKET,20.0,52.94117647058824,,81.25,66.66666666666666,66.66666666666666,50.0,44.44444444444444,66.66666666666666,0.9999999999999999,53.234681372549026,"{'profitability': 36.5, 'consistency': 74.0, 'accounting': 66.7, 'balance': 50.0}",35.774137795753234,False,0.12415634298417721,22.355703533038326,,44.504409584151134,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 69.65811965811966, ""self_z"": 0.14563217861062258, ""median_ratio"": 1.5618673955862996, ""fcf_yield"": 0.03950856389434085, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.3594833321437896, ""roic"": 4.544911314528985}}",False,"{""floor"": false, ""mom_sector_pct"": 66.66666666666666, ""eps_rev_proxy"": null}"
HUM,49071,Humana,Health Care,Managed Health Care,Health Care Equipment and Services,13.752224503764545,487819290.32332104,0.4276649668028776,0.0,0.5038095471669926,9.0,10.0,,0.017930433103986752,0.23947953147923498,0.10940742423348393,,,0.0075,,0.4182832593336749,0.6111740959985007,,409.79998779296875,120061500.0,49201201234.40552,43533201234.40552,12912000000.0,-5668000000.0,137200000000.0,2444000000.0,1272000000.0,1029000000.0,3247000000.0,1130000000.0,1889847915.7233043,0.22673980535053015,0.14636368616196593,17.812275464159377,42.3063180120559,0.023637131449610747,43.540886048146476,1.1256637168141592,-1.7659377887280567,10489000000.0,342000000.0,0.8388320941759604,85.71428571428571,0.7156887549235591,2.780710099017891,217.0,['fcf_cagr5 gate'],False,0.9,sector,Health Care,87.5,25.0,,100.0,75.0,71.42857142857143,85.71428571428572,75.0,87.5,0.9999999999999999,70.04464285714288,"{'profitability': 56.2, 'consistency': 87.5, 'accounting': 71.4, 'balance': 85.7}",34.2970217878244,True,0.2150716455870607,34.11935406932016,91.66666666666666,52.17083232248363,False,"{""floor"": true, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": false, ""roic"": false}, ""self_pct"": 85.71428571428571, ""self_z"": 0.7156887549235591, ""median_ratio"": 2.780710099017891, ""fcf_yield"": 0.023637131449610747, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": 91.66666666666666, ""brake_values"": {""gm"": null, ""fcf_margin"": 0.4182832593336749, ""roic"": 0.6111740959985007}}",False,"{""floor"": true, ""mom_sector_pct"": 87.5, ""eps_rev_proxy"": null}"
LULU,1397187,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Consumer Durables and Apparel,2.8993839835728954,456949747.38688546,-0.25220487456620255,-0.5305251061767371,-0.3809344827454558,7.0,10.0,0.5744094451198023,0.11167683961691992,0.3095378437279749,0.2032540125801856,0.09930078781039131,0.5610713221750043,0.113855248195977,0.9767794156970798,1.019506359479097,0.7458795680099587,,98.97000122070312,105594064.0,10450644642.979004,11710451642.979004,6050981000.0,1259807000.0,11093955000.0,1978775000.0,1354336000.0,1263105000.0,2518426000.0,1417977000.0,1397038107.9055164,0.2939883979201696,0.23087795316255602,5.918030924677644,9.271162447285858,0.10786133946911382,7.370108713314112,0.9551184539664607,0.500235861605622,185840000.0,2530000.0,0.031130489419814736,0.38461538461538464,-0.04516712087308987,0.2538658016129856,260.0,[],True,1.0,market,MARKET,93.33333333333333,58.82352941176471,88.88888888888889,62.5,66.66666666666666,16.666666666666664,77.77777777777777,94.44444444444444,14.285714285714285,0.9999999999999999,63.41380718954249,"{'profitability': 80.3, 'consistency': 64.6, 'accounting': 16.7, 'balance': 77.8}",96.5686274509804,False,-0.8963527706142989,22.72036232603462,,79.99121732026144,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": true, ""self_z"": false, ""median_ratio"": true}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 0.38461538461538464, ""self_z"": -0.04516712087308987, ""median_ratio"": 0.2538658016129856, ""fcf_yield"": 0.10786133946911382, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 0.9767794156970798, ""fcf_margin"": 1.019506359479097, ""roic"": 0.7458795680099587}}",False,"{""floor"": false, ""mom_sector_pct"": 14.285714285714285, ""eps_rev_proxy"": null}"
EBAY,1065088,eBay Inc.,Consumer Discretionary,Broadline Retail,Broadline Retail,24.139630390143736,418290639.7755897,0.14689205489476942,-0.07783612406965845,0.2017970357164891,10.0,10.0,0.7252681620699765,0.12918820021007876,0.16318813963468987,0.04531015795011939,-0.060198659443529756,0.7248500999333778,0.1485676215856096,0.9994235757772608,1.1500092217711608,1.1767147155484587,,107.75,445000000.0,47948750000.0,54598750000.0,11315000000.0,6650000000.0,12008000000.0,2464000000.0,2428000000.0,1784000000.0,2885000000.0,2222000000.0,2172772892.2952805,0.118192819685357,0.19202588531111625,22.158583603896105,30.60468049327354,0.03267474072208613,21.579095409540955,1.0927092709270927,2.3050259965337956,4471000000.0,119000000.0,0.40565620857269113,63.07692307692307,0.2931776199377042,1.1703378898321621,260.0,['fcf_cagr5 gate'],False,1.0,market,MARKET,80.0,76.47058823529412,100.0,93.75,66.66666666666666,27.77777777777778,38.888888888888886,33.33333333333334,71.42857142857143,0.9999999999999999,67.96711601307192,"{'profitability': 85.5, 'consistency': 80.2, 'accounting': 27.8, 'balance': 38.9}",33.92006927544937,False,0.3041507305564508,22.578592525892702,,50.94359264426065,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 63.07692307692307, ""self_z"": 0.2931776199377042, ""median_ratio"": 1.1703378898321621, ""fcf_yield"": 0.03267474072208613, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 0.9994235757772608, ""fcf_margin"": 1.1500092217711608, ""roic"": 1.1767147155484587}}",False,"{""floor"": false, ""mom_sector_pct"": 71.42857142857143, ""eps_rev_proxy"": null}"
JBL,898293,Jabil,Information Technology,Electronic Manufacturing Services,Technology Hardware and Equipment,2.732375085557837,386861925.5977572,0.6982095314054753,-0.17325318880899887,0.4876520403922875,9.0,7.0,0.08464506764772181,,0.2821004274407854,0.01794613089068231,,0.09225960107174755,,1.089958383112364,,0.8919975841394582,,318.0799865722656,104787089.0,33330675862.066803,36234075862.0668,4226400000.0,2903400000.0,33590000000.0,1439000000.0,1306000000.0,,2136000000.0,862000000.0,1063501287.553648,0.2609442060085837,0.2516328997618891,25.18003882006032,,,38.66667733418423,1.5150812064965198,1.3573970037453182,1228000000.0,627000000.0,0.43890781752791974,62.30769230769231,0.10918320325187351,1.1411879246839642,260.0,['fcf_cagr5 gate'],False,0.8,sector,Information Technology,36.36363636363637,,10.0,63.63636363636363,16.666666666666664,75.0,18.181818181818173,58.33333333333333,83.33333333333334,0.9999999999999999,37.287878787878796,"{'profitability': 23.2, 'consistency': 40.2, 'accounting': 75.0, 'balance': 18.2}",,False,,,,,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": false, ""roic"": false}, ""self_pct"": 62.30769230769231, ""self_z"": 0.10918320325187351, ""median_ratio"": 1.1411879246839642, ""fcf_yield"": null, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.089958383112364, ""fcf_margin"": null, ""roic"": 0.8919975841394582}}",False,"{""floor"": false, ""mom_sector_pct"": 83.33333333333334, ""eps_rev_proxy"": null}"
CARR,1783180,Carrier Global,Industrials,Building Products,Capital Goods,6.439425051334703,370751789.9899745,0.033656162198359985,-0.216379581495297,-0.05393623306084294,4.0,8.0,,0.07345111941520929,0.14208616627603568,0.04493896559222432,0.08976364718415653,,0.0737997256515775,,1.0047460983459977,0.5002508661498396,,57.459999084472656,830580423.0,47725150345.16091,58687150345.16091,24763000000.0,10962000000.0,21870000000.0,1802000000.0,1686000000.0,1614000000.0,3088000000.0,1310000000.0,1760122535.2112677,0.02323943661971831,0.07107872774749698,32.56778598510594,36.36130752488285,0.027501761297106214,36.43141247722207,1.2870229007633587,3.4368523316062176,15313000000.0,5987000000.0,0.8601542624076243,46.58634538152611,-0.017753804940301036,0.9815246732296534,249.0,[],True,0.9,market,MARKET,60.0,41.17647058823529,,50.0,16.666666666666664,55.55555555555556,5.555555555555557,5.555555555555557,50.0,0.9999999999999999,42.76470588235295,"{'profitability': 50.6, 'consistency': 33.3, 'accounting': 55.6, 'balance': 5.6}",28.74072446756324,False,0.4778568944285131,22.548044296608754,,35.7527151749581,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 46.58634538152611, ""self_z"": -0.017753804940301036, ""median_ratio"": 0.9815246732296534, ""fcf_yield"": 0.027501761297106214, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.0047460983459977, ""roic"": 0.5002508661498396}}",False,"{""floor"": false, ""mom_sector_pct"": 50.0, ""eps_rev_proxy"": null}"
FICO,814547,Fair Isaac,Information Technology,Application Software,Software and Services,3.479808350444901,363225118.47852504,-0.2967973867680387,-0.4675438350584825,-0.3618147187674966,7.0,10.0,,0.26441342845974425,0.48885827405245896,0.08989325752163668,0.1755600958063408,,0.34330823141117367,,1.298376687640283,1.5246749022878094,,985.3900146484375,21597635.0,21282093869.021606,26648481869.021606,1269253000.0,5366388000.0,2393575000.0,1236298000.0,996023000.0,821734000.0,1252442000.0,815017000.0,946037648.9477766,0.23478186574128843,0.74534994122352,21.55506347904923,32.42957194058127,0.030836053026917505,26.112453935343197,1.222088619010401,4.284739732458669,791815000.0,0.0,0.6238433157140459,1.9230769230769231,-1.2107162845796742,0.4964054941448625,260.0,[],True,0.9,sector,Information Technology,72.72727272727273,72.72727272727273,,45.45454545454545,62.5,50.0,0.0,75.0,16.666666666666664,0.9999999999999999,56.22159090909092,"{'profitability': 72.7, 'consistency': 54.0, 'accounting': 50.0, 'balance': 0.0}",64.69199237866349,False,-0.028611436555256553,33.37082973986116,,60.4567916438772,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": true, ""self_z"": true, ""median_ratio"": true}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 1.9230769230769231, ""self_z"": -1.2107162845796742, ""median_ratio"": 0.4964054941448625, ""fcf_yield"": 0.030836053026917505, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.298376687640283, ""roic"": 1.5246749022878094}}",False,"{""floor"": false, ""mom_sector_pct"": 16.666666666666664, ""eps_rev_proxy"": null}"
